text,label
"[Web발신] 모바일상품권 구매 승인 100,000원. 본인아니면 신고 http://mgift-approve.top","payment"
"학원비 자동결제 실패 안내 및 재결제 요청 http://academy-fail.cc","payment"
"[Web발신] 렌터카 예약금 결제승인 및 취소안내 http://rentcar-pay.xyz","payment"
"정기구독 매거진 결제 갱신 실패 안내입니다 http://magazine-fail.top","payment"
"[Web발신] 헬스장 회원권 자동결제 실패로 이용정지 예정 http://gym-fail.cc","payment"
"쇼핑몰 포인트 현금전환 신청 결제확인 필요 http://point-cash.xyz","payment"
"[Web발신] 온라인 게임 정기결제 5,500원 승인 알림 http://game-billing2.top","payment"
"택시호출앱 결제수단 오류 안내 및 재등록 요청 http://taxi-payerror.cc","payment"
"[Web발신] 클라우드 저장공간 자동결제 갱신 안내입니다 http://cloud-billing.xyz","payment"
"공유킥보드 이용료 미납으로 계정 정지 예정 http://scooter-unpaid.top","payment"
"[Web발신] 정기배송 우유 결제 실패로 배송 중단 예정 http://milk-fail.cc","payment"
"온라인 클래스 수강료 결제 오류 확인 요망 http://class-payerror.xyz","payment"
"[Web발신] 삼성카드 6월 이용대금 명세서가 발송되었습니다. 앱에서 확인하세요.","normal"
"[교촌치킨] 주문하신 메뉴가 조리중입니다. 예상 배달시간 35분입니다.","normal"
"[Web발신] SK텔레콤 요금제 변경이 완료되었습니다. 다음달부터 적용됩니다.","normal"
"안녕하세요, 내일 오후 2시 미팅 장소가 3층 회의실로 변경되었습니다.","normal"
"[GS25] 적립하신 포인트 1,200원이 있습니다. 앱에서 확인해보세요.","normal"
"[Web발신] 이번주 금요일 아파트 정기 소방점검이 있습니다. 협조 부탁드립니다.","normal"
"[올리브영] 주문하신 상품이 출고되었습니다. 배송조회는 마이페이지에서.","normal"
"[Web발신] 카카오뱅크 입출금 알림 - 50,000원 출금되었습니다.","normal"
"치과 예약 확인드립니다. 8월 10일 오전 11시, 변경시 미리 연락주세요.","normal"
"[Web발신] 국민은행 정기예금 만기가 다가옵니다. 앱에서 재예치 가능합니다.","normal"
"[알라딘] 주문하신 도서 3권이 배송 준비중입니다.","normal"
"이번 학기 성적 열람이 가능합니다. 포털에서 확인해주세요.","normal"
"[Web발신] 롯데시네마 예매하신 영화 시간이 30분 앞당겨졌습니다.","normal"
"[배달의민족] 리뷰 작성시 다음 주문에 사용 가능한 쿠폰을 드려요.","normal"
"[Web발신] 이마트 이번주 특가 상품 안내입니다. 앱에서 확인하세요.","normal"
"부서 회식은 다음주 목요일 저녁 7시로 예정되어 있습니다.","normal"
"[Web발신] 토스뱅크 카드가 정상적으로 발급되어 발송되었습니다.","normal"
"[CGV] 예매 확정 안내입니다. 상영 10분 전까지 입장해주세요.","normal"
"관리사무소입니다. 다음주 화요일 단수 예정이니 참고 바랍니다.","normal"
"[Web발신] 원티드 지원하신 공고에 서류 합격하셨습니다. 확인해주세요.","normal"
"[스타벅스] 사이렌오더 주문이 완료되었습니다. 준비되면 알려드릴게요.","normal"
"제출하신 과제 피드백이 등록되었습니다. LMS에서 확인 바랍니다.","normal"
"[Web발신] 신한은행 앱 업데이트 안내입니다. 최신버전으로 업데이트해주세요.","normal"
"[야놀자] 예약하신 숙소 체크인 안내입니다. 오후 3시부터 가능합니다.","normal"
"다음주 정기 건강검진 일정 안내드립니다. 공복상태로 방문해주세요.","normal"
"[Web발신] 우리카드 포인트가 12월 31일 소멸 예정입니다. 앱에서 사용하세요.","normal"
"[마켓컬리] 주문하신 새벽배송 상품이 도착했습니다.","normal"
"동창회 일정이 다음달 15일 토요일로 확정되었습니다.","normal"
"[Web발신] LG유플러스 데이터 리필 쿠폰이 지급되었습니다.","normal"
"[교보문고] 대여하신 전자책 반납일이 2일 남았습니다.","normal"
